cve_id,descripcion,fecha_publicacion,origen,number,title,state,url,description,labels,created_at,updated_at,closed_at,user,descripcion_limpia,etiqueta
,,,issue,3738.0,PAO: Add prediction from equivariant PyTorch models,closed,https://github.com/cp2k/cp2k/pull/3738,,[],2024-10-23T11:58:27Z,2024-10-23T13:18:48Z,2024-10-23T13:18:47Z,oschuett,,0
,,,issue,3737.0,Simplified calling dbcsr_init_lib,closed,https://github.com/cp2k/cp2k/pull/3737,"- Rely on POINTER to optionally initialize accdrv_active_device_id
- Reduces Lines of Code (LOC)
- Complements #3730",[],2024-10-23T06:33:44Z,2025-01-16T08:13:20Z,2024-10-23T07:52:47Z,hfp,rely pointer optionally initialize accdrvactivedeviceid reduces lines code loc complements,0
,,,issue,3736.0,Fix pw_derive with the Intel compilers,closed,https://github.com/cp2k/cp2k/pull/3736,This PR fixes a few issues with the Intel compiler and an uninitialised variable.,[],2024-10-22T20:55:32Z,2024-10-29T10:22:46Z,2024-10-23T07:12:00Z,fstein93,pr fixes issues intel compiler uninitialised variable,0
,,,issue,3735.0,Compilation Error for GPU-Accelerated ELPA using Toolchain,closed,https://github.com/cp2k/cp2k/issues/3735,"Dear CP2K Developers,

As I mentioned earlier, I am attempting to compile version 24.3 of CP2K. My compilation environment includes the following modules:
Currently Loaded Modulefiles:
  1) compiler/intel/2021.3.0              4) nvidia/cuda/11.3                     7) python/3.8.10
  2) mpi/intelmpi/2021.3.0                5) compiler/cmake/3.23.3
  3) mathlib/fftw/3.3.10_intel21_double   6) compiler/gcc/12.2.0
I encountered the following error:
/public/software/compiler/intel-compiler/2021.3.0/compiler/include/complex:62:3: error: #error ""This Intel <complex> is for use only with the Intel C++ compilers!""
   62 | # error ""This Intel <complex> is for use only with the Intel C++ compilers!""
      |   ^~~~~
/public/software/compiler/intel-compiler/2021.3.0/compiler/include/complex.h:30:3: error: #error ""This Intel <complex.h> is for use with only the Intel compilers!""
   30 | # error ""This Intel <complex.h> is for use with only the Intel compilers!""
      |   ^~~~~
ifort: command line warning #10148: option '-fno-lto' not supported
ifort: command line warning #10148: option '-fno-lto' not supported
It seems that the Intel libraries are being loaded when compiling the NVIDIA version of ELPA. Could you advise on how to avoid this issue? If more information is needed, please let me know.

Best regards,
Hao Liu
Let me know if you'd like any further adjustments!",[],2024-10-22T15:58:55Z,2024-11-27T11:18:17Z,2024-11-27T11:18:17Z,OTTHao,dear cpk developers mentioned earlier attempting compile version cpk compilation environment includes following modules currently loaded modulefiles compilerintel nvidiacuda python mpiintelmpi compilercmake mathlibfftwinteldouble compilergcc encountered following error publicsoftwarecompilerintelcompilercompilerincludecomplex error error intel use intel c compilers error intel use intel c compilers publicsoftwarecompilerintelcompilercompilerincludecomplexh error error intel use intel compilers error intel use intel compilers ifort command line warning option fnolto supported ifort command line warning option fnolto supported seems intel libraries loaded compiling nvidia version elpa could advise avoid issue information needed please let know best regards hao liu let know youd like adjustments,0
,,,issue,3734.0,ELECTRONIC_STRUCTURE param of ATOM module is not consistent between different RUN_TYPEs?,closed,https://github.com/cp2k/cp2k/issues/3734,"I successfully reproduce the pseudopotential optimization procedure with input provided here:
https://github.com/juerghutter/GTH/blob/master/PBE_NLCC/C/q4/C.inp
However, with the GTH-POTENTIAL yielded by task of `RUN_TYPE PSEUDOPOTENTIAL_OPTIMIZATION`, when I was trying to convert it to UPF format, following the way to write input script like examples provided here:
https://github.com/simonpintarelli/lanthanides-nc-pseudos/blob/master/Ce/Ce.inp
, I find the `ELECTRONIC_CONFIGURATION` param seems to accept value in different manner? The former accpets ""[He]"", while the latter accepts ""CORE"":
```
ELECTRONIC_STRUCTURE [He] 2s2 2p2
CORE [He]
```
or
```
ELECTRONIC_STRUCTURE CORE 2s2 2p2
CORE [He]
```",[],2024-10-22T08:43:49Z,2024-10-22T09:41:22Z,2024-10-22T09:40:23Z,kirk0830,successfully reproduce pseudopotential optimization procedure input provided however gthpotential yielded task runtype pseudopotentialoptimization trying convert upf format following way write input script like examples provided find electronicconfiguration param seems accept value different manner former accpets latter accepts core electronicstructure p core electronicstructure core p core,0
,,,issue,3733.0,Fix issue with access to unallocated arrays,closed,https://github.com/cp2k/cp2k/pull/3733,This fixes segmentation faults introduced by PR #3548 which were detected by the AMD AOCC compiler 5.0.0. Keeping the POINTER attribute is required for checking the association status of the optional argument charges.,[],2024-10-22T08:09:24Z,2024-10-22T09:15:53Z,2024-10-22T09:15:52Z,mkrack,fixes segmentation faults introduced pr detected amd aocc compiler keeping pointer attribute required checking association status optional argument charges,0
,,,issue,3732.0,Regression test with AMD AOCC 5.0.0 compiler fails,open,https://github.com/cp2k/cp2k/issues/3732,"After building CP2K using the arch file `Linux-amd-x86_64.ssmp`
```
source /opt/AMD/setenv_AOCC.sh
source ./Linux-amd-x86_64.ssmp
make -j ARCH=Linux-amd-x86_64 VERSION=ssmp test
```
successfully  with the AMD AOCC compiler `(AMD clang version 17.0.6 (CLANG: AOCC_5.0.0-Build#1377 2024_09_24)`, the unit tests `UNIT/dbt_tas_unittest` and `UNIT/dbt_unittest` show a `RUNTIME FAIL`:
```
/home/krack/github/mkrack/cp2k/regtesting/Linux-amd-x86_64/ssmp/TEST-ssmp-2024-10-21_16-11-18/UNIT/dbt_tas_unittest/dUNIT/dbt_tas_unittestbt_tas_unittest.out
dbt_tas_unittest.ssmp: /home/krack/github/mkrack/cp2k/src/dbm/dbm_multiply.c:341: void dbm_multiply(const _Bool, const _Bool, const double, const dbm_matrix_t *, const dbm_matrix_t *, const double, dbm_matrix_t *, const _Bool, const double, int64_t *): Assertion `num_sum_index_a == num_sum_index_b' failed.

dbt_unittest.ssmp: /home/krack/github/mkrack/cp2k/src/dbm/dbm_multiply.c:341: void dbm_multiply(const _Bool, const _Bool, const double, const dbm_matrix_t *, const dbm_matrix_t *, const double, dbm_matrix_t *, const _Bool, const double, int64_t *): Assertion `num_sum_index_a == num_sum_index_b' failed.
```
which causes a failure of many other tests as a follow-up:
```
------------------------------- Summary --------------------------------
Number of FAILED  tests 61
Number of WRONG   tests 0
Number of CORRECT tests 414
Total number of   tests 475

Summary: correct: 414 / 475; failed: 61; 4min
Status: FAILED
```",[],2024-10-21T14:33:10Z,2024-11-27T11:30:56Z,,mkrack,building cpk using arch file linuxamdxssmp source optamdsetenvaoccsh source linuxamdxssmp make j archlinuxamdx versionssmp test successfully amd aocc compiler amd clang version clang aoccbuild unit tests unitdbttasunittest unitdbtunittest show runtime fail homekrackgithubmkrackcpkregtestinglinuxamdxssmptestssmpunitdbttasunittestdunitdbttasunittestbttasunittestout dbttasunittestssmp homekrackgithubmkrackcpksrcdbmdbmmultiplyc void dbmmultiplyconst bool const bool const double const dbmmatrixt const dbmmatrixt const double dbmmatrixt const bool const double intt assertion numsumindexa numsumindexb failed dbtunittestssmp homekrackgithubmkrackcpksrcdbmdbmmultiplyc void dbmmultiplyconst bool const bool const double const dbmmatrixt const dbmmatrixt const double dbmmatrixt const bool const double intt assertion numsumindexa numsumindexb failed causes failure many tests followup summary number failed tests number wrong tests number correct tests total number tests summary correct failed min status failed,0
,,,issue,3731.0,Fixed #3730,closed,https://github.com/cp2k/cp2k/pull/3731,,[],2024-10-18T20:03:14Z,2025-01-16T08:13:23Z,2024-10-18T20:59:47Z,hfp,,0
,,,issue,3730.0,Refactor startup code,closed,https://github.com/cp2k/cp2k/pull/3730,"- Initialization was updated to cover a consistent set in every place where components are initialized
- Order of initialization/finalization was updated to be consistent in every place
- Farming is not embraced anymore by finalization and initialization
- Main reason for weird farming setup was to set io_unit in DBCSR
- DBCSR supports updating io_unit without tear-down/init cycle
- Initialization/finalization is aimed to be sole business of F77 interface
- F77 interface is also used to setup CP2K PROGRAM hence no need to do init/fini in cp2k_run
- F77 interface updated to more complete set of components, e.g., covering FPGA, DBM, ...
- Sirius is now initialized/finalized unconditionally (less convoluted)",[],2024-10-18T09:19:42Z,2024-10-18T13:13:15Z,2024-10-18T13:13:15Z,hfp,initialization updated cover consistent set every place components initialized order initializationfinalization updated consistent every place farming embraced anymore finalization initialization main reason weird farming setup set iounit dbcsr dbcsr supports updating iounit without teardowninit cycle initializationfinalization aimed sole business f interface f interface also used setup cpk program hence need initfini cpkrun f interface updated complete set components eg covering fpga dbm sirius initializedfinalized unconditionally less convoluted,0
,,,issue,3729.0,FFT_TOOLS: thread-safety insurance (CPASSERT) and OMP ATOMIC,closed,https://github.com/cp2k/cp2k/pull/3729,"The motivation for this PR stems from occasional error messages like:

> Fortran runtime error: Pointer actual argument 'fft_scratch_new' is not associated

In any case, the fft_tools manipulated global/SAVE variables without protection for data races.",[],2024-10-17T11:11:56Z,2025-01-16T08:13:27Z,2024-10-17T11:36:10Z,hfp,motivation pr stems occasional error messages like fortran runtime error pointer actual argument fftscratchnew associated case ffttools manipulated globalsave variables without protection data races,0
,,,issue,3728.0,Drop unused cmake option,closed,https://github.com/cp2k/cp2k/pull/3728,,[],2024-10-16T17:04:45Z,2024-10-16T18:05:18Z,2024-10-16T18:05:18Z,mkrack,,0
,,,issue,3727.0,Convention: declare type with initializer,closed,https://github.com/cp2k/cp2k/pull/3727,,[],2024-10-16T14:14:21Z,2025-01-16T08:13:29Z,2024-10-16T15:38:05Z,hfp,,0
,,,issue,3726.0,Problems about compilation for CP2K,closed,https://github.com/cp2k/cp2k/issues/3726,"I met some problems when i compile CP2K. Can you give me some help? 


(py3) [ctxu@mu01 cp2k-2024.3]$ make -j 40 ARCH=local VERSION=""ssmp psmp""
Discovering programs ...
make -C /home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr -f /home/ctxu/cp2k/cp2k-2024.3/exts/build_dbcsr/Makefile \
   ARCHFILE=/home/ctxu/cp2k/cp2k-2024.3/arch/local.ssmp \
   LIBDIR=/home/ctxu/cp2k/cp2k-2024.3/lib/local/ssmp/exts/dbcsr \
   OBJDIR=/home/ctxu/cp2k/cp2k-2024.3/obj/local/ssmp/exts/dbcsr \
   USE_ACCEL="""" \
   ACC="""" \
   ACCFLAGS=""""
Removing stale archives for ssmp ... 
Resolving dependencies for ssmp ... 
Removing stale archives ... 
Resolving dependencies ... 
make -C /home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr -f /home/ctxu/cp2k/cp2k-2024.3/exts/build_dbcsr/Makefile \
   ARCHFILE=/home/ctxu/cp2k/cp2k-2024.3/arch/local.psmp \
   LIBDIR=/home/ctxu/cp2k/cp2k-2024.3/lib/local/psmp/exts/dbcsr \
   OBJDIR=/home/ctxu/cp2k/cp2k-2024.3/obj/local/psmp/exts/dbcsr \
   USE_ACCEL="""" \
   ACC="""" \
   ACCFLAGS=""""
Removing stale archives for psmp ... 
Resolving dependencies for psmp ... 
Removing stale archives ... 
/usr/bin/env python3 /home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/tools/build_utils/fypp/bin/fypp -n /home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F dbcsr_machine.F90
Resolving dependencies ... 
/home/ctxu/intel/oneapi/compiler/2022.2.1/linux/bin/intel64/ifort  -c -fPIC -fp-model=precise -g -qopenmp -traceback -xHost -O2 -funroll-loops     -m64 -I/home/ctxu/intel/oneapi/mkl/2022.2.1/include -I/home/ctxu/intel/oneapi/mkl/2022.2.1/include/fftw -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libint-v2.6.0-cp2k-lmax-5/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libxc-6.2.2/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libgrpp-main-20231225/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libxsmm-1.17/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/COSMA-2.6.6/include'  -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/gsl-2.7/include' -I/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/spglib-2.3.1/include -I'/home/ctxu/data/cp2k-2024.3/tools/toolchain/install/SpFFT-1.1.0/include' -I'/home/ctxu/data/cp2k-2024.3/tools/toolchain/install/SpLA-1.6.1/include/spla'   -D__LIBXSMM   -D__MKL -D__FFTW3  -D__LIBINT -D__LIBXC -D__LIBGRPP     -D__SPGLIB -D__LIBVORI        -diag-disable=8291 -diag-disable=8293 -fpp -fpscomp logicals -free -diag-disable=10448 -I/opt/intel/oneapi/2024.1/opt/compiler/include/intel64 -D__SHORT_FILE__=""\""dbcsr_machine.F\"""" -I'/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/' -I'/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src' dbcsr_machine.F90 
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(62): error #7013: This module file was not generated by any release of this compiler.   [LIBXSMM]
      USE libxsmm, ONLY: libxsmm_timer_tick, libxsmm_timer_duration
----------^
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(67): error #6406: Conflicting attributes or multiple declaration of name.   [LIBXSMM_TIMER_DURATION]
      wt = libxsmm_timer_duration(0_int_8, libxsmm_timer_tick())
-----------^
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(62): error #6580: Name in only-list does not exist or is not accessible.   [LIBXSMM_TIMER_TICK]
      USE libxsmm, ONLY: libxsmm_timer_tick, libxsmm_timer_duration
-------------------------^
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(62): error #6580: Name in only-list does not exist or is not accessible.   [LIBXSMM_TIMER_DURATION]
      USE libxsmm, ONLY: libxsmm_timer_tick, libxsmm_timer_duration
---------------------------------------------^
compilation aborted for dbcsr_machine.F90 (code 1)
make[4]: *** [/home/ctxu/cp2k/cp2k-2024.3/exts/build_dbcsr//Makefile:266: dbcsr_machine.o] Error 1
make[3]: *** [/home/ctxu/cp2k/cp2k-2024.3/exts/build_dbcsr/Makefile:187: libdbcsr] Error 2
make[2]: *** [/home/ctxu/cp2k/cp2k-2024.3/exts/Makefile.inc:38: dbcsr] Error 2
make[2]: *** Waiting for unfinished jobs....
/usr/bin/env python3 /home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/tools/build_utils/fypp/bin/fypp -n /home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F dbcsr_machine.F90
/home/ctxu/intel/oneapi/mpi/2021.7.1/bin/mpiifort -fc=ifort -c -fPIC -fp-model=precise -g -qopenmp -traceback -xHost -O2 -funroll-loops     -m64 -I/home/ctxu/intel/oneapi/mkl/2022.2.1/include -I/home/ctxu/intel/oneapi/mkl/2022.2.1/include/fftw -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libint-v2.6.0-cp2k-lmax-5/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libxc-6.2.2/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libgrpp-main-20231225/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/libxsmm-1.17/include' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/COSMA-2.6.6/include' -I'/home/ctxu/elpa-2021.05.002/build/include/elpa_openmp-2021.05.002/modules' -I'/home/ctxu/elpa-2021.05.002/build/include/elpa_openmp-2021.05.002/elpa' -I'/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/gsl-2.7/include' -I/home/ctxu/cp2k/cp2k-2024.3/tools/toolchain/install/spglib-2.3.1/include -I'/home/ctxu/data/cp2k-2024.3/tools/toolchain/install/SpFFT-1.1.0/include' -I'/home/ctxu/data/cp2k-2024.3/tools/toolchain/install/SpLA-1.6.1/include/spla'   -D__LIBXSMM  -D__parallel -D__MPI_F08 -D__MKL -D__FFTW3  -D__LIBINT -D__LIBXC -D__LIBGRPP -D__COSMA -D__ELPA  -D__GSL -D__PLUMED2 -D__SPGLIB -D__LIBVORI -D__SPFFT    -D__SPLA   -diag-disable=8291 -diag-disable=8293 -fpp -fpscomp logicals -free -diag-disable=10448 -I/opt/intel/oneapi/2024.1/opt/compiler/include/intel64 -D__SHORT_FILE__=""\""dbcsr_machine.F\"""" -I'/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/' -I'/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src' dbcsr_machine.F90 
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(62): error #7013: This module file was not generated by any release of this compiler.   [LIBXSMM]
      USE libxsmm, ONLY: libxsmm_timer_tick, libxsmm_timer_duration
----------^
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(67): error #6406: Conflicting attributes or multiple declaration of name.   [LIBXSMM_TIMER_DURATION]
      wt = libxsmm_timer_duration(0_int_8, libxsmm_timer_tick())
-----------^
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(62): error #6580: Name in only-list does not exist or is not accessible.   [LIBXSMM_TIMER_TICK]
      USE libxsmm, ONLY: libxsmm_timer_tick, libxsmm_timer_duration
-------------------------^
/home/ctxu/cp2k/cp2k-2024.3/exts/dbcsr/src/base/dbcsr_machine.F(62): error #6580: Name in only-list does not exist or is not accessible.   [LIBXSMM_TIMER_DURATION]
      USE libxsmm, ONLY: libxsmm_timer_tick, libxsmm_timer_duration
---------------------------------------------^
compilation aborted for dbcsr_machine.F90 (code 1)
make[4]: *** [/home/ctxu/cp2k/cp2k-2024.3/exts/build_dbcsr//Makefile:266: dbcsr_machine.o] Error 1
make[3]: *** [/home/ctxu/cp2k/cp2k-2024.3/exts/build_dbcsr/Makefile:187: libdbcsr] Error 2
make[2]: *** [/home/ctxu/cp2k/cp2k-2024.3/exts/Makefile.inc:38: dbcsr] Error 2
make[2]: *** Waiting for unfinished jobs....
make[1]: *** [/home/ctxu/cp2k/cp2k-2024.3/Makefile:128: ssmp] Error 2
make[1]: *** Waiting for unfinished jobs....
make[1]: *** [/home/ctxu/cp2k/cp2k-2024.3/Makefile:128: psmp] Error 2
make: *** [Makefile:123: all] Error 2
",[],2024-10-16T07:30:18Z,2024-11-27T11:23:09Z,2024-11-27T11:23:08Z,ctxu-NWPU,met problems compile cpk give help py ctxumu cpk make j archlocal versionssmp psmp discovering programs make c homectxucpkcpkextsdbcsr f homectxucpkcpkextsbuilddbcsrmakefile archfilehomectxucpkcpkarchlocalssmp libdirhomectxucpkcpkliblocalssmpextsdbcsr objdirhomectxucpkcpkobjlocalssmpextsdbcsr useaccel acc accflags removing stale archives ssmp resolving dependencies ssmp removing stale archives resolving dependencies make c homectxucpkcpkextsdbcsr f homectxucpkcpkextsbuilddbcsrmakefile archfilehomectxucpkcpkarchlocalpsmp libdirhomectxucpkcpkliblocalpsmpextsdbcsr objdirhomectxucpkcpkobjlocalpsmpextsdbcsr useaccel acc accflags removing stale archives psmp resolving dependencies psmp removing stale archives usrbinenv python homectxucpkcpkextsdbcsrtoolsbuildutilsfyppbinfypp n homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef dbcsrmachinef resolving dependencies homectxuinteloneapicompilerlinuxbinintelifort c fpic fpmodelprecise g qopenmp traceback xhost funrollloops ihomectxuinteloneapimklinclude ihomectxuinteloneapimklincludefftw ihomectxucpkcpktoolstoolchaininstalllibintvcpklmaxinclude ihomectxucpkcpktoolstoolchaininstalllibxcinclude ihomectxucpkcpktoolstoolchaininstalllibgrppmaininclude ihomectxucpkcpktoolstoolchaininstalllibxsmminclude ihomectxucpkcpktoolstoolchaininstallcosmainclude ihomectxucpkcpktoolstoolchaininstallgslinclude ihomectxucpkcpktoolstoolchaininstallspglibinclude ihomectxudatacpktoolstoolchaininstallspfftinclude ihomectxudatacpktoolstoolchaininstallsplaincludespla dlibxsmm dmkl dfftw dlibint dlibxc dlibgrpp dspglib dlibvori diagdisable diagdisable fpp fpscomp logicals free diagdisable ioptinteloneapioptcompilerincludeintel dshortfiledbcsrmachinef ihomectxucpkcpkextsdbcsrsrcbase ihomectxucpkcpkextsdbcsrsrc dbcsrmachinef homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error module file generated release compiler libxsmm use libxsmm libxsmmtimertick libxsmmtimerduration homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error conflicting attributes multiple declaration name libxsmmtimerduration wt libxsmmtimerdurationint libxsmmtimertick homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error name onlylist exist accessible libxsmmtimertick use libxsmm libxsmmtimertick libxsmmtimerduration homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error name onlylist exist accessible libxsmmtimerduration use libxsmm libxsmmtimertick libxsmmtimerduration compilation aborted dbcsrmachinef code make homectxucpkcpkextsbuilddbcsrmakefile dbcsrmachineo error make homectxucpkcpkextsbuilddbcsrmakefile libdbcsr error make homectxucpkcpkextsmakefileinc dbcsr error make waiting unfinished jobs usrbinenv python homectxucpkcpkextsdbcsrtoolsbuildutilsfyppbinfypp n homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef dbcsrmachinef homectxuinteloneapimpibinmpiifort fcifort c fpic fpmodelprecise g qopenmp traceback xhost funrollloops ihomectxuinteloneapimklinclude ihomectxuinteloneapimklincludefftw ihomectxucpkcpktoolstoolchaininstalllibintvcpklmaxinclude ihomectxucpkcpktoolstoolchaininstalllibxcinclude ihomectxucpkcpktoolstoolchaininstalllibgrppmaininclude ihomectxucpkcpktoolstoolchaininstalllibxsmminclude ihomectxucpkcpktoolstoolchaininstallcosmainclude ihomectxuelpabuildincludeelpaopenmpmodules ihomectxuelpabuildincludeelpaopenmpelpa ihomectxucpkcpktoolstoolchaininstallgslinclude ihomectxucpkcpktoolstoolchaininstallspglibinclude ihomectxudatacpktoolstoolchaininstallspfftinclude ihomectxudatacpktoolstoolchaininstallsplaincludespla dlibxsmm dparallel dmpif dmkl dfftw dlibint dlibxc dlibgrpp dcosma delpa dgsl dplumed dspglib dlibvori dspfft dspla diagdisable diagdisable fpp fpscomp logicals free diagdisable ioptinteloneapioptcompilerincludeintel dshortfiledbcsrmachinef ihomectxucpkcpkextsdbcsrsrcbase ihomectxucpkcpkextsdbcsrsrc dbcsrmachinef homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error module file generated release compiler libxsmm use libxsmm libxsmmtimertick libxsmmtimerduration homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error conflicting attributes multiple declaration name libxsmmtimerduration wt libxsmmtimerdurationint libxsmmtimertick homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error name onlylist exist accessible libxsmmtimertick use libxsmm libxsmmtimertick libxsmmtimerduration homectxucpkcpkextsdbcsrsrcbasedbcsrmachinef error name onlylist exist accessible libxsmmtimerduration use libxsmm libxsmmtimertick libxsmmtimerduration compilation aborted dbcsrmachinef code make homectxucpkcpkextsbuilddbcsrmakefile dbcsrmachineo error make homectxucpkcpkextsbuilddbcsrmakefile libdbcsr error make homectxucpkcpkextsmakefileinc dbcsr error make waiting unfinished jobs make homectxucpkcpkmakefile ssmp error make waiting unfinished jobs make homectxucpkcpkmakefile psmp error make makefile error,0
,,,issue,3725.0,Add toolchain flag --with-amd to facilitate builds with the AMD AOCC …,closed,https://github.com/cp2k/cp2k/pull/3725,…compiler,[],2024-10-15T15:29:43Z,2024-10-16T12:48:05Z,2024-10-16T12:48:05Z,mkrack,compiler,0
